Code,Description,Level
53121706,Computer bags,4
95121700,Public buildings and structures,3
95121701,Post office,4
95121702,Police station,4
95121703,Court building,4
95121704,Prison building,4
95121705,Fire station,4
95121706,Ambulance station,4
95121707,Mountain rescue building,4
95121708,Lifeboat station,4
95121709,Coastguard building,4
95121710,Rescue service station,4
95121711,Civic center,4
95121712,Art gallery,4
95121713,Prehistoric monument,4
95121800,Utility buildings and structures,3
95121801,Radar station,4
95121802,Substation,4
95121803,Nuclear power station,4
95121804,Water tower,4
95121805,Well,4
95121806,Mobile telephone base station,4
95121807,Dam,4
95121808,Oil or gas platform,4
95121603,Bus station,4
95121604,Bus garage,4
95121605,Automotive repair or servicing building,4
95121606,Railway station,4
95121607,Railway depot,4
95121608,Underground railway station,4
95121611,Airport building,4
95121612,Airport control tower,4
95121613,Airfield,4
95121614,Runway,4
95121620,Breakwater,4
95121621,Seawall,4
95121624,Lighthouse,4
95121625,Road bridge,4
95121626,Railway bridge,4
95121627,Footbridge,4
95121628,Road viaduct,4
95121629,Railway viaduct,4
95121630,Underpass,4
95121631,Overpass,4
95121632,Subway,4
95121634,Road tunnel,4
95121635,Railway tunnel,4
95121636,Pedestrian tunnel,4
95111609,Crossroad,4
95111610,Ring road,4
95111611,Trunk road,4
95111612,Secondary road,4
95111504,Highway ramp or slip road,4
95111615,Road junction,4
95121639,Pipeline carrying bridge,4
95121640,Pipeline,4
95121641,Pumping station,4
95121642,Sewage pumping station,4
95121643,Sewage outfall,4
95121644,Parking lot,4
95121645,Motorway service area,4
95121900,Educational and research buildings and structures,3
95121901,Polytechnic school,4
95121902,Vocational college,4
95121903,Lecture theater,4
95121904,Library,4
95121905,Language laboratory,4
95121906,Laboratory building,4
95121907,Meteorological station,4
95121908,Research or testing facility,4
95122000,Hospital buildings and structures,3
95122001,Clinic,4
95122002,Nursing home,4
95122003,Operating room or theater,4
95122004,Intensive care unit,4
95122005,Diagnostic screening room,4
95122006,Fluoroscopy room,4
95122007,Pathology room or laboratory,4
95122008,Catheter room,4
95122100,Accommodation buildings and structures,3
95122101,Residential home,4
95122102,Flat or apartment,4
95122103,Childrens home,4
95122104,Daycare center,4
95122105,Retirement home,4
95122106,Hostel,4
95122300,Sports and health buildings and structures,3
95122400,Industrial buildings and structures,3
95122500,Agricultural and farming and fishing buildings and structures,3
95122700,Defense buildings and structures,3
95122600,Religious buildings and structures,3
22101531,Snow blowers,4
24101626,Escalator or walkways,4
25111903,Sails,4
25111904,Paddles,4
55101522,Terrestrial or celestial globes,4
44102911,Cleaning wipes for office machines,4
44111812,Drafting kits or sets,4
44102608,Typewriter printing elements,4
15101510,Condensate,4
14111524,Foolscap sheets,4
49121510,Drink coolers,4
43202005,Flash memory storage card,4
60131504,Tuning pins,4
60131505,Musical instrument stands or sheet holders,4
60131506,Accessories for stringed instruments,4
60131507,Percussion instrument accessory,4
60131508,Music boxes or mechanisms,4
10152200,Fibrous crop seeds and seedlings,3
10152201,Cotton seeds or seedlings,4
10171702,Fungicides,4
10151522,Beet seeds or seedlings,4
10151523,Cauliflower seeds or seedlings,4
10151524,Parsley seeds or seedlings,4
11121900,Perfumery products,3
11122001,Plywood,4
11121610,Hardwoods,4
22101532,Track loaders,4
11162118,Paper yarn fabric,4
11162119,Tracing cloth,4
11162120,Bolting cloth,4
11162121,Ornamental trimmings,4
46182005,Mask or respirators filters or accessories,4
47121809,Degreasing pans,4
46171617,Door eyes,4
44121713,Pen nibs,4
14121812,Photography paper,4
26111716,Mercury oxide battery,4
24112209,Jerrycans,4
15111507,Water gas or producer gas,4
15111508,Coal gas,4
44103112,Printer ribbon,4
43223310,Fiber optic connector,4
24101629,Forklift or elevator accessories or supplies,4
23271712,Welding or soldering kit,4
24101630,Workshop cranes,4
24101511,Shelf trolleys,4
72101505,Locksmith services,4
25111905,Marine ballast systems,4
24112600,Liquid containers,3
24113101,Mail box,4
30181601,Soap dish,4
30181602,Towel bar or ring or stand or hook,4
31380000,Magnets and magnetic materials,2
43232503,Spell checkers,4
44111509,Pen or pencil holders,4
44121627,Bookmarks,4
44121628,Clip holders or dispensers,4
47121706,Ash trays,4
80131605,Sale of commercial building,4
81112006,Data storage service,4
83101510,Chilled water,4
95141604,Garage,4
53112000,Shoe accessories,3
53131507,Toothpicks,4
53131629,Makeup kits,4
53131630,Lip balm,4
83111508,Toll free inbound telephone service,4
53102511,Bandannas,4
55121905,Flagpoles or parts or accessories,4
46182107,Antistatic maintenance kits,4
24113102,Antistatic box,4
56101707,Drafting tables,4
27113203,Computer tool kits,4
14111525,Multipurpose paper,4
47131824,Glass or window cleaners,4
44122110,Adhesive mounts,4
26111717,Manganese batteries,4
26111718,Silver oxide batteries,4
47121810,Cleaning rag dispenser,4
14111608,Gift certificate,4
48101617,Commercial use plastic shovels,4
24102108,Packaging compactors,4
44111510,Hanging organizers or accessories,4
52161600,Audio visual equipment accessories,3
44122017,Hanging folders or accessories,4
44103113,Phasers or inkjet kits,4
44111511,Display systems or its accessories,4
14111609,Cover paper,4
44122018,File inserts or tabs,4
45131700,Media storage,3
45131701,Slide trays or organizers,4
43191629,Notebook or palmtop skins or face plates,4
44122111,Hole reinforcements,4
44111512,Literature rack,4
44103204,Time card racks,4
44121630,Stapler kit,4
53131634,Chemical protection products,4
44103205,Time cards or sheets,4
44101706,Photoconductor or imaging units,4
44121631,Glue dispensers or refills,4
44122112,Round head fasteners,4
44122113,Tag fasteners,4
44111513,Supports for diaries or calendars,4
44122020,Card pockets,4
44122114,Screw posts,4
44112008,Wall planners or refills,4
44111813,Drafting dots or tapes,4
44121714,Pencil or pen grips,4
44121715,Combination pen or pencil,4
44103114,Laserjet coating kits,4
44111514,Stamp racks or organizers,4
44122115,Adhesive corners,4
44111515,File storage boxes or organizers,4
30191600,Ladders and scaffolding accessories,3
23153000,Holding and positioning and guiding systems and devices,3
23210000,Electronic manufacturing machinery and equipment and accessories,2
95141709,Conservatory,4
23153100,Industrial machinery components and accessories,3
14111800,Business use papers,3
14111801,Tickets or ticket rolls,4
14111802,Receipts or receipt books,4
14111803,Vouchers,4
14111804,Bills or bill books,4
14111805,Checks or check books,4
45121604,Camera shutters,4
45121605,Screen frames,4
45121606,Camera harnesses,4
45121607,Camera blocks or holders,4
45121608,Camera assemblies,4
45121609,Camera brackets,4
45121610,Camera cables,4
45121611,Lens cover,4
45121612,Camera tables,4
45121613,Camera enclosures or covers,4
45121614,Retrofit kits,4
45121615,Camera rings,4
44102912,Cleaning solutions for office equipment,4
14121504,Packaging paper,4
30171510,Automatic doors,4
44102913,Compact disc destroyer,4
46171618,Door bells,4
44122021,Postage stamp albums,4
44121511,Mailing boxes,4
44101804,Cash registers,4
44111608,Coin banks,4
44122116,Bag clips,4
60131207,Harmonicas,4
55121804,Badges or badge holders,4
56101708,Mobile files,4
55121908,Sign holders or stands,4
24141510,Cable protectors,4
47121811,Duct cleaning machines,4
51201626,Hepatitis A virus vaccine,4
48102106,Cool containers,4
43201538,Central processing unit coolers,4
44122022,Folder binding accessories,4
39111900,Special environment fixtures and accessories,3
30172000,Gates,3
43201608,Removable drive frames,4
60000000,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,1
60100000,Developmental and professional teaching aids and materials and accessories and supplies,2
60110000,Classroom decoratives and supplies,2
43202206,Storage drive or input device components,4
43202207,Head mount arms and assembly,4
43202208,Lead assemblies,4
43202209,Head stack assemblies,4
43202214,Comb assemblies,4
43202210,Crash stops,4
43202211,Platters or disks,4
43202212,Read write head assemblies,4
43202213,Disc motor drives,4
51101905,Chloroquine,4
51101906,Proguanil,4
51101907,Pyrimethamine,4
82151508,Taxidermy services,4
56101529,Magazine racks,4
43201550,Network packet data synchronization device,4
43222623,Digital cross connects DCX equipment,4
43222624,Optical cross connects equipment,4
43222819,Port connection panels,4
43222823,Wave division mulitplexer WDM,4
43222820,Voice echo cancellers,4
30171511,Swing door,4
26112100,Industrial braking systems,3
53131508,Denture cleaning tablets,4
48101917,Food service fondue pots,4
30111506,Grout,4
27113204,Electrician kits,4
30171512,Door openers,4
55101523,Exercise books,4
80111615,Temporary machinist personnel,4
56112108,Combination chair with desk,4
46181532,Lab coats,4
14111526,Telephone message pads or books,4
44111909,Board cleaning kits or accessories,4
26111719,Battery testers,4
52152200,Dishwashing and dish storage accessories,3
56120000,Classroom and instructional and institutional furniture and fixtures,2
56121000,Library furnishings,3
56121400,Cafeteria and lunchroom furnishings,3
56121500,General classroom furnishings,3
56121501,Activity tables,4
56121502,Classroom chairs,4
56121503,Classroom benches,4
56121504,Classroom stools,4
56121505,Classroom tables,4
56121506,Student desks,4
56121507,Study carrels,4
56121508,Student computer desks,4
56121509,Student computer tables,4
56121700,Book and general storage units for classrooms,3
56121900,Demonstration furnishings,3
45111700,Audio presentation and composing equipment and hardware and controllers,3
45111701,Assistive listening devices,4
45111702,Audio jack boxes,4
45111703,Listening centers,4
45111800,Video and combination video and audio presentation equipment and hardware and controllers,3
45111801,Media control systems,4
45111802,Television mounts,4
45111803,Scan converters,4
45111804,Line doublers,4
45111805,Video editors,4
45111806,Distance learning systems,4
45111807,Interfaces,4
45111808,Lighting controls,4
45111900,Phone and video conference equipment and hardware and controllers,3
45111901,Audioconferencing systems,4
45111902,Videoconferencing systems,4
45111612,Dissolve controls,4
45111613,Cathode ray tube projector,4
45111614,Liquid crystal display projector,4
45111615,Projection lenses,4
45121516,Digital camcorders or video cameras,4
45121517,Document camera,4
45111616,Video projectors,4
49211800,Physical education classroom equipment,3
49211802,Hula hoops or hoop equipment,4
49211803,Orienteering equipment,4
49211804,Team identification materials or markers,4
49211805,Lanyard,4
49211806,Physical education equipment storage,4
49211807,Physical education assessment tools,4
14122203,Transfer paper,4
60101700,Teacher resource materials,3
60103700,Foreign languages resources,3
60103701,Resources for learning to speak Spanish,4
60103702,Resources for learning to speak French,4
60103704,Resources for learning to speak English,4
60103900,Living organisms and preserved specimens and related materials,3
60103905,Culture kits or supplies,4
60104100,Body systems and related materials,3
60104200,Water testing and conservation and ecology,3
60104201,Water testing chemicals,4
60104202,Water testing and sampling kits,4
60104203,Water models,4
60104204,Water ecology supplies,4
60104400,Geology and earth science,3
60104700,Energy and power physics materials,3
60104701,Solar collecting devices,4
60104702,Solar kits,4
60105300,Career education instructional materials,3
60105301,Career education or planning or decision making skills instructional materials,4
60105302,Basic job skills instructional materials,4
60105303,Job search skills instructional materials,4
60105304,Time management skills instructional materials,4
60105305,Interview skills instructional materials,4
60105306,Resume skills instructional materials,4
60105307,Work ethics or attitude training instructional materials,4
60105308,Team building skills instructional materials,4
60105309,Business etiquette instructional materials,4
60105600,Health education and nutrition and food preparation instructional materials,3
60105613,Kitchen utensils instructional aids,4
60105900,Dating and sex and teen pregnancy and parenting skills and child development instructional materials,3
60105901,Sex education or sexually transmitted disease instructional materials,4
60105902,Prenatal nutrition resources or fetal abuse instructional materials,4
60105903,Parenting skills instructional materials,4
60105904,Child development instructional materials,4
60105905,Understanding date rape or dating skills or harassment instructional materials,4
60105906,Childbirth education instructional materials,4
60105907,Pregnancy from conception through birth instructional materials,4
60105908,Understanding the risks of birth defects instructional materials,4
60105915,Cardio pulmonary resusitation or basic life support instructional materials,4
60106100,Vocational teaching aids and materials,3
60106101,Automotive teaching aids or materials,4
60106102,Construction teaching aids or materials,4
60106104,Electronics or electricity teaching aids or materials,4
60106200,Technology teaching aids and materials,3
60106201,Agriculture teaching aids or materials,4
60106202,Biotechnology teaching aids or materials,4
60106203,Communications teaching aids or materials,4
60106204,Computer science teaching aids or materials,4
60106205,Energy or power teaching aids or materials,4
60106206,Environmental teaching aids or materials,4
60106208,Medical teaching aids or materials,4
60106209,Transportation teaching aids or materials,4
60121300,Art and craft cutting products,3
60121301,Guillotine paper trimmers,4
60121600,Studio aids,3
60131600,Musical instrument sets,3
60131601,Rhythm band sets,4
60131700,Alternative sounds musical instruments,3
60131701,Boomwhackers,4
60131702,Disco taps,4
60131800,Music and dance accessories,3
60131801,Dancing scarves,4
60131802,Rhythm sticks or lummi sticks,4
60131803,Rhythm wands or hoops,4
44103116,Kit for printer,4
95141605,Gazebo,4
43201815,Peripheral component microchannel interconnect architecture reader and writer drives,4
52161535,Digital voice recorders,4
95141708,Office kitchen,4
43201812,Magneto optical MO drives,4
44103117,Facsimile ribbons,4
84131607,Liability insurance,4
43201614,Console extenders,4
53102702,Customs uniforms,4
53102703,Police uniforms,4
44101707,Stapler units,4
56112109,Benches,4
45121616,Pan heads,4
53131635,Shaving brushes,4
81151705,Archaeological services,4
24113103,Box lid,4
44103118,Transparency film,4
14111527,Carbonless paper,4
44111516,Personal organizers,4
45111617,Overhead projector or video trolleys,4
53102704,Institutional food preparation or service attire,4
48101918,Food service table covering rolls,4
44121632,Scissor sharpener,4
44103119,Heat transfer paper for copiers,4
23201200,Industrial drying equipment,3
44111517,Study stands,4
56101530,Storage cabinets,4
56101531,Shoe racks,4
56101532,Furniture set,4
45111503,Gavels or sounding blocks,4
55121906,Flag stands,4
14111528,Magnet paper,4
56122000,Laboratory furniture,3
45121518,Camera kits,4
45111618,Presentation light boxes,4
84111507,Inventory accounting service,4
41113320,Lubricating oil testing kit,4
14111529,Telex rolls,4
46101800,Arms and ammunition accessories,3
46181606,Footwear covers,4
47132100,Cleaning kits,3
47132101,Industrial cleaning kits,4
47132102,General purpose cleaning kits,4
46182500,Personal safety devices or weapons,3
14111530,Self adhesive note paper,4
60106300,Forensic science teaching equipment and supplies,3
60106301,Forensic science kits,4
51270000,Anaesthetic drugs and related adjuncts and analeptics,2
30111607,Unslaked lime,4
81112007,Content or data standardization services,4
44122117,Book rings,4
47121707,Motion sickness bags,4
50171551,Cooking or table salt,4
41113034,pH test strips or papers,4
41113035,Chemical test strips or papers,4
41116014,Urinalysis analyzer reagents,4
41113322,Nitrogen or nitrate or nitrite analyzer,4
10171504,Compost,4
25101907,"Trailer, travel or caravan",4
76111800,Transport vehicle cleaning,3
76111801,Car or boat detailing,4
51171505,Simethicone,4
44101708,Ozone filters,4
43212112,Point of sale POS receipt printers,4
48101532,Commercial use cotton candy machines or accessories,4
48101715,Ice shaver machines or accessories,4
25101508,Sports car,4
83111510,Interactive voice response service,4
84121607,Operating lease finance service,4
53102705,School uniforms,4
46151607,Security lanyards,4
44103120,Toner collectors,4
45121617,Camera bags,4
45121618,Camera lens adapters,4
43212113,Compact disc CD or labeling printers,4
45121619,Picture card wallets,4
23220000,Chicken processing machinery and equipment,2
23221000,Arrival department machinery and equipment,3
45121620,Camera power adapters,4
43201814,Electronic media or data duplicating equipment,4
23221001,Crate unloading system,4
45121621,Picture card adapters,4
53102516,Caps,4
53102706,Security uniforms,4
53102707,Doctors coat,4
44121633,Postage stamp dispensers,4
44103503,Binding spines or snaps,4
44103504,Binding coils or wire loops,4
44103505,Binding combs or strips,4
44121716,Highlighters,4
44111910,Hanging rails or holders,4
25191513,Ground support vehicle maintenance kit,4
56101710,Projector stands or carts,4
53131509,Mouth fresheners,4
41122808,General purpose trays,4
47121812,Cleaning scrapers,4
47121813,Scraper replacement blades,4
39121000,Power conditioning equipment,3
39121001,Distribution power transformers,4
39121100,Distribution and control centers and accessories,3
39121101,Load centers,4
23151816,Chromatography columns,4
23151817,Chromatography media,4
41112412,Pressure gauge,4
56101711,Modular furniture connectors,4
56101712,Pedestals,4
90111800,Hotel rooms,3
90111801,Single room,4
90111802,Double room,4
90111803,Suite,4
41104927,Filter support screens,4
43201615,Drive bay cover kits,4
47131829,Toilet cleaners,4
48101919,Food service glasses or cups or mugs or container lids,4
44122023,Archboards,4
44122024,Binder handles,4
44122025,Binder pockets or accessories,4
44111518,Business card holders,4
47121900,Cleaning equipment accessories,3
47121901,Squeege or washer holsters,4
47121902,Squeege or washer accessories,4
45112000,Microfilm equipment and supplies,3
45112002,Microfiche reader printers,4
45121622,Camera lens cleaners,4
46171619,Security or access control systems,4
44121808,Electrical erasers,4
25101610,Water trucks,4
25101908,Quads,4
45121800,Microfilm production equipment and supplies,3
45121802,Microfilm duplicators,4
45121803,Microfilm jacket fillers,4
45121804,Microfilm processors,4
44103121,Printer or facsimile or photocopier roller guides,4
44111610,Coin trays,4
44111519,Collating racks,4
43211720,Point of sale payment terminal,4
25102106,Tractor head,4
25101611,Cargo trucks,4
51271613,Lidocaine,4
51391734,Phenylephrine,4
51151606,Tropicamide,4
51172100,Antispasmodics,3
51171806,Metoclopramide,4
51284014,Oxytetracycline,4
51283501,Cloxacillin,4
51452305,Copper napthanate or copper naphthenate,4
51101693,Toltrazuril,4
51453404,Flumethrin,4
51452801,Ivermectin,4
51451604,Oxfendazole,4
51201700,Poultry vaccines,3
51201702,E Coli vaccines,4
51201703,Gumboro vaccines,4
51201704,Avian infectious bronchitis vaccines,4
51201705,Newcastle virus vaccine,4
51281618,Neomycin,4
51240000,"Drugs affecting the ears, eye, nose and skin",2
51282916,Enrofloxacin,4
50201714,Non dairy creamers,4
45121706,Photo cutters or trimmers,4
45101808,Thermal book binding machines,4
44101604,Base protection boards,4
14111531,Log books or pads,4
44122026,Paper claws,4
44111814,Work surface protection covers,4
48102107,Catering gloves or glove dispensers,4
56101715,Mail sorters or organizers,4
45111504,Lighting or power or data components for lecterns,4
56101716,Desktop organizer hutches,4
44101605,Paper jogging machines,4
44101606,Paper sorting machines,4
44111815,Drafting table covers,4
44122027,Expandable file folders,4
43201811,Read write digital versatile disc DVD,4
44111611,Money clips,4
39121534,Indicator or pilot lights,4
81111818,Third party warranty service,4
14111807,Multipurpose business book,4
24101512,Power buggies,4
45112003,Microfiche or microfilm viewer components or accessories,4
45112004,Microfiche reader printer components or accessories,4
45121805,Microfilm camera components or accessories,4
45121806,Microfilm duplicator components or accessories,4
45121807,Microfilm jacket filler components or accessories,4
45121808,Microfilm processor components or accessories,4
45121809,Microfilm film supplies,4
45121810,Microfilm sundry components or accessories,4
44111612,Coin bag seal,4
44122119,Self adhesive fasteners,4
14111808,Accounting forms or accounting books,4
14111809,Bill of lading forms or bill of lading books,4
14111810,Personnel forms or personnel books,4
14111811,Sales forms or sales books,4
14111812,Inventory forms or inventory books,4
14111813,Correspondence forms or correspondence books,4
14111814,Tax forms or tax books,4
46182006,Protective films,4
80141507,Consumer based research or clinics or focus groups,4
80141508,Syndicated or proprietary forecast studies,4
80141509,Market intelligence or competitive analysis,4
80141612,Sales or marketing programs,4
80141613,After sales programs,4
80141618,Sales marketing agencies including print,4
80141619,Customer relationship center CRC management services,4
80141900,Trade shows and exhibits,3
80141901,Auto shows or other exhibits,4
80141902,Meetings events,4
23153200,Robotics,3
23241615,Taps,4
46182007,Powered air purifying respirator system PAPRs or accessories,4
41123400,Dosing devices,3
41123401,Dosing cups,4
41123402,Dosing spoons,4
41123403,Dosing droppers,4
43191615,Vehicle handsfree phone set,4
41115320,Signal generators,4
44121512,Mailer tube caps,4
14111815,Tent cards,4
45111704,Audio mixing consoles,4
46191504,Flame detectors,4
41112104,Audio transducers,4
41111929,Radiation detectors,4
41111930,Electrical power sensors,4
41111931,Flow sensors,4
46171620,Safety light curtains,4
41111932,Liquid leak detectors,4
80121706,Employment law services,4
23153400,Assembly machines,3
23153500,Paint systems,3
43191507,Special purpose telephones,4
43191616,Centrex phone console,4
43202201,Telephone piece parts,4
43191618,Conversation recording units,4
43223211,Paging controllers,4
43223212,Paging terminals,4
43191623,Pay phone coin mechanisms,4
43191624,Pay phone coin chutes,4
43191625,Pay phone coin boxes,4
43191626,Pay phone hoppers,4
43191627,Pay phone coin box vault doors,4
43221807,Telecommunications dense wavelength division multiplexing DWDM filters,4
43221805,Asynchronous transfer mode ATM network equipment,4
41111933,Electrical charge sensors,4
41111934,Force or torque sensors,4
41111935,Tilt sensors,4
41111936,Complementary metal oxide semiconductor CMOS image sensors,4
41111937,Rotary position sensors,4
41111938,Level sensors or transmitters,4
80121707,Labor disputes law services,4
45121623,Camera controllers,4
41111939,Acoustic sensors,4
41111940,Color sensors,4
41111941,Olfactory sensors,4
41111942,Opacity or dust or visibility sensors,4
41111943,Electrical resistance or conductance sensors,4
41112105,Temperature transmitters,4
41112216,Thermowells,4
41112217,Thermoheads,4
41112106,Humidity transmitters,4
41111737,Videoscopes,4
41111738,Fiberscopes,4
45121519,Low light camera,4
41103415,Clean benches,4
41112516,Flow transmitters,4
43211717,Optical character recognition systems,4
41112408,Pressure intensifiers,4
41112409,Pressure scanners,4
23201202,Air dryers,4
41111809,Leak testing equipment,4
41113036,Microplates,4
41113037,Microplate readers,4
41103316,Pycnometers,4
41116400,Acceleration and vibration measuring instruments,3
26111720,Battery holders,4
41115321,Infrared imagers,4
41115322,Laser beam analyzers,4
41113716,Fiber optic fault locators,4
41113717,Fiber optic test sources,4
41104018,Solid phase extraction preparations,4
41122109,Petri pads,4
41122110,Petri pad dispenser,4
44121634,Adhesive rollers,4
14111532,Assorted paper kits,4
41105109,Rotary vane pumps,4
43202104,Vertical helix scan VHS videotape storage or accessories,4
53102708,Nurses uniforms,4
53102709,Ambulance officers uniforms,4
14111610,Construction paper,4
30181511,Toilet bowls,4
30181603,Toilet seat,4
30181604,Toilet seat lid,4
32140000,Electron tube devices and accessories,2
41112410,Pressure transmitters,4
30181514,Toilet tank covers,4
30181515,Toilet tanks,4
25111906,Anchor chocks,4
25111907,Anchor lines,4
47121708,Hygienic bags,4
26101412,Motor repair kit,4
41116500,Instrument parts and accessories,3
41116501,Meter dials or dial kits,4
39121721,Electrical insulators,4
21101708,Mower parts or accessories,4
20101800,Mechanized ground support systems,3
20101900,Secondary rock breaking systems,3
20102000,Exploration and development systems,3
20102200,Explosive loading machinery,3
20102300,Underground mining service vehicles,3
20102301,Personnel carriers,4
20102302,Crane vehicles,4
20102303,Flat deck material carriers,4
20102304,Bulk material carriers,4
20102305,Utility service vehicles,4
20102306,Elevating platform vehicles or scissor lifts,4
20102307,Underground mining service vehicle spare parts or accessories,4
41111944,Electrical admittance sensors,4
41111945,Linear position sensors,4
41111946,Electrical inductance sensors,4
41112107,Electro pneumatic transducers,4
41112510,Sight flow indicators,4
41112511,Sight flow windows,4
41103317,Surface tension measuring instruments,4
41112512,Flow computers or totalizers,4
41113119,Dissolved carbon dioxide analyzers,4
25111807,Dinghies,4
44101805,Calculator ribbons,4
81112008,Cd rom mastering services,4
41112513,Orifice plate,4
41111947,Chart recorder pens,4
27140000,Automotive specialty tools,2
27141000,Body tools,3
41112219,Thermocouple probes,4
41112411,Pressure controllers,4
41112108,Loadcells,4
41112514,Oil gauges,4
41121813,Cuvettes,4
46182402,Safety wash units,4
44111613,Credit card holders,4
25174213,Steering cylinder assemblies,4
44101806,Cash register ribbons,4
43201609,Storage device trays or assemblies,4
26112004,Clutch repair kits,4
43201610,Backplane or panels or assemblies,4
43211805,Service kits for storage devices,4
25111808,Yachts,4
24101633,Hoist drums,4
25174700,Non motorized cycle components and accessories,3
44102412,Adhesive label cartridges,4
44121635,Adhesive tape spindles,4
44122028,Binder mounting channels,4
44122120,Binder posts,4
80111704,Permanent marketing staff needs,4
80111705,Permanent machinist personnel,4
82121907,Velo binding services,4
43233501,Electronic mail software,4
26111721,Nickel metal hydride batteries,4
44121717,Combination pen and highlighter,4
49221511,Sports equipment bags,4
45111809,Television mount accessories,4
44103506,Binding tape,4
44103507,Binding Kits,4
44103122,Print bands,4
43201611,Computer cradles,4
43212114,Digital image printers,4
30171513,Kick plates,4
44102609,Accessory or supply kits for typewriters,4
44102003,Transfer foils,4
45111705,Public address systems,4
14111533,Examination booklets or forms,4
14111816,Applicant fingerprint cards,4
44102004,Creative foils,4
44111614,Bill strap racks,4
53103000,Tshirts,3
53103100,Waistcoats,3
53103101,Mens waistcoats,4
46171621,Surveillance video or audio recorders,4
44121718,Secured pen sets,4
44122121,Wall or board clips,4
44102107,Stamp affixers,4
44102610,Typewriter starter kits,4
95141606,Home kitchen,4
43201612,Computer faceplates,4
44111520,Surface protectors or pads,4
44101709,Mirror assemblies,4
44101710,Magnetic pickup assemblies,4
26101764,Cylinder liners,4
41112304,Moisture meters,4
46151700,Forensic equipment and supplies and accessories,3
46151702,Fingerprint applicators or brushes,4
46151703,Fingerprint ink,4
46151704,Fingerprint ink removers,4
46151705,Fingerprint or palmprint ink rollers,4
46151706,Fingerprint latent print kits,4
46151707,Fingerprint lifters,4
46151708,Forensic magnifiers,4
46151709,Fingerprint marking pens,4
46151710,Fingerprint powders,4
46151711,Footprint lifters,4
46151712,Forensic chemical workstations,4
46151713,Forensic latent print chemicals,4
46151714,Evidence drying cabinets,4
41105500,Nucleic acid DNA and RNA extraction and purification and quantitation kits and components,3
41105501,Deoxyribonucleic acid DNA cleanup or gel extraction kits,4
41105502,Kits for deoxyribonucleic acid DNA extraction from food,4
41105504,Genomic deoxyribonucleic acid DNA purification kits,4
41105506,Kits for purification of messenger ribonucleic acid mRNA,4
41105508,Nucleic acids coprecipitants,4
41105509,Nucleic acids quantitation kits,4
41105510,Phage deoxyribonucleic acid DNA purification kits,4
41105511,Kits for plasmids deoxyribonucleic acid DNA extraction from yeast,4
41105512,Plasmids or cosmids or bacterial artificial chromosomes BAC purification kit,4
41105513,Labeled nucleic acid purification kits,4
41105514,Reagents for nucleic acid extraction or precipitation or resuspension,4
41105515,Ribonucleic acid RNA cleanup or stabilization materials,4
41105516,Ribonucleic acid RNA gel extraction kits,4
41105517,Kits for nucleic acid extraction from plant cells or tissue,4
41105518,Total ribonucleic acid RNA purification kits,4
41105519,Viral deoxyribonucleic acid DNA purification kits,4
41105520,Viral ribonucleic acid RNA purification kits,4
41105600,Deoxyribonucleic acid DNA sequencing products,3
41105601,Kits or enzymes for sequencing,4
41105700,Gene arrays,3
41105800,In vitro transcription and translation products,3
41105803,Transcription or translation systems or kits,4
41105804,Translation labeling accessories,4
41105900,Libraries and related materials,3
41105902,Complementary deoxyribonucleic acid cDNA libraries,4
41105903,Complementary deoxyribonucleic acid cDNA synthesis kits,4
41105906,Protein or peptide display libraries,4
41105907,Two hybrid libraries or systems,4
41105908,Viral packaging kits,4
41106000,Nucleic acid labeling and detection systems,3
41106004,Nucleic acid non radioactive labeling kits,4
41106005,Nucleic acid radioactive labeling kits,4
41106100,Deoxyribonucleic acid DNA analysis kits,3
41106101,Cytogenetics kits,4
41106102,Differential display or subtraction kits,4
41106103,Deoxyribonucleic acid DNA typing kits,4
41106104,Nuclease protection assays,4
41106200,Microorganism propagation and transformation media and kits and equipment,3
41106203,Bacteria transformation kits,4
41106204,Bottled agar media or stabs for bacteria,4
41106210,Media or supplements for schizosaccharomyces pombe,4
41106211,Media ingredients or additives schizosaccharomyces pombe,4
41106212,Media ingredients or additives for bacteria,4
41106213,Premixed media dry,4
41106214,Reagents for preparing competent bacteria,4
41106215,Reagents for preparing competent yeast,4
41106216,Rich media for yeast,4
41106217,Specialty plates for bacteria,4
41106218,Specialty premixed media dry,4
41106219,Synthetic complete supplement mixtures for yeast,4
41106220,Synthetic media for yeast,4
41106221,Yeast competent cells,4
41106222,Yeast transformation kits,4
41106223,Yeast nitrogen bases YNB or yeast nitrogen base YNB variants,4
41106300,Polymerase chain reaction PCR and reverse transcriptase polymerase chain reaction RT PCR products,3
41106302,Gene specific polymerase chain reaction PCR kits,4
41106303,Kits for polymerase chain reaction PCR purification,4
41106306,Polymerase chain reaction PCR buffers,4
41106307,Polymerase chain reaction PCR optimizing products,4
41106308,Polymerase chain reaction PCR or reverse transcriptase polymerase chain reaction RT PCR primers,4
41106309,Premade complementary deoxyribonucleic acid cDNA,4
41106311,Purified ribonucleic acids RNA,4
41106313,Reverse transcriptase polymerase chain reaction RT PCR kits,4
41106314,Thermostable deoxyribonucleic acid DNA polymerases or kits,4
41106400,Primers and linkers and adaptors,3
41106401,Adaptors or linkers,4
41106402,Miscellaneous primers,4
